account_type,media_type,content_category,traffic_source,follower_count,hashtags_count,caption_length,has_cta,is_weekend,post_hour,likes,comments,shares,saves,normalized_engagement,is_viral
creator,reel,technology,home feed,10739,11,113,1,0,14,463,13,29,65,0.06574168917031381,0
brand,carousel,lifestyle,explore,9044,11,125,1,0,5,425,16,13,58,0.06766917293233082,0
creator,reel,comedy,reels feed,3447,7,106,1,0,7,279,3,9,39,0.11314186248912098,0
creator,carousel,photography,explore,3551,15,103,0,0,13,151,4,4,21,0.05998310335116869,0
creator,reel,music,home feed,22291,4,144,0,0,14,148,7,9,25,0.010721815979543314,0
creator,carousel,comedy,home feed,9696,6,101,0,0,5,49,0,7,5,0.00825082508250825,0
brand,image,comedy,home feed,13798,9,93,0,0,6,147,6,8,16,0.015581968401217568,0
creator,carousel,fashion,explore,8167,6,121,1,0,18,290,12,23,55,0.060364883065997306,0
brand,carousel,music,explore,9461,5,112,1,0,1,31,1,1,2,0.004227882887644013,0
brand,carousel,comedy,profile,5824,9,92,0,0,3,225,14,12,41,0.06370192307692307,0
creator,carousel,technology,home feed,10034,11,109,0,0,19,48,1,1,8,0.006876619493721347,0
creator,image,lifestyle,hashtags,5824,8,141,0,0,11,104,3,5,11,0.025240384615384616,0
brand,carousel,lifestyle,hashtags,7486,10,112,0,0,12,424,9,26,65,0.08682874699438953,0
creator,reel,technology,hashtags,10018,5,120,0,0,11,109,3,4,18,0.016270712717109205,0
creator,reel,fashion,external,9461,10,105,1,0,12,161,0,5,19,0.022619173448895465,0
creator,reel,fitness,home feed,8167,4,139,0,0,14,83,1,3,7,0.013223950042855395,0
brand,carousel,fashion,profile,5824,13,133,0,0,20,169,6,0,21,0.03828983516483517,0
creator,carousel,lifestyle,explore,10739,3,103,0,0,14,72,4,6,10,0.010987987708352734,0
brand,image,fitness,reels feed,5824,7,121,0,0,22,47,3,6,0,0.012190934065934066,0
brand,image,fashion,external,10739,8,91,0,0,13,502,12,18,83,0.06946643076636558,0
creator,reel,comedy,reels feed,3447,9,128,0,0,2,74,2,2,7,0.028430519292138093,0
creator,image,fitness,hashtags,7486,7,134,0,0,21,96,5,6,10,0.01923590702644937,0
creator,reel,lifestyle,external,4542,14,125,0,0,7,389,15,17,70,0.13430206957287538,0
creator,image,technology,explore,15986,11,110,1,0,23,58,0,2,9,0.005129488302264481,0
creator,carousel,beauty,external,8167,12,111,0,0,11,162,7,5,20,0.028284559813885148,0
creator,image,comedy,external,31095,10,140,0,0,17,611,25,22,105,0.030133461971378034,0
brand,image,comedy,external,4972,11,107,0,0,19,465,13,27,60,0.13917940466613032,1
creator,reel,beauty,explore,22291,7,101,1,0,0,163,7,10,25,0.011529316764613521,0
brand,carousel,photography,profile,10034,6,119,1,0,6,361,0,12,46,0.04873430336854694,0
creator,image,food,external,10018,7,115,0,0,21,43,3,1,9,0.0069874226392493514,0
brand,carousel,travel,hashtags,3551,9,124,0,0,13,107,0,3,21,0.04449450858912982,0
creator,carousel,music,home feed,4542,7,102,0,0,18,76,1,3,17,0.02664024658740643,0
brand,carousel,fashion,reels feed,10034,6,118,0,0,20,202,5,8,31,0.02969902332070959,0
creator,carousel,food,hashtags,9696,4,124,0,0,18,539,18,23,78,0.08250825082508251,0
creator,carousel,fashion,explore,22291,11,118,0,0,11,631,17,39,104,0.044412543178861424,0
creator,image,food,home feed,15923,7,124,0,0,6,81,2,1,6,0.006280223575959304,0
creator,image,fitness,home feed,5824,13,114,0,0,7,51,2,1,4,0.011332417582417582,0
creator,carousel,technology,reels feed,9461,8,138,1,0,10,317,14,15,60,0.05390550681746115,0
brand,reel,music,explore,10034,9,114,0,0,7,448,11,21,56,0.06428144309348216,0
creator,reel,music,reels feed,10739,7,114,1,0,15,161,3,4,25,0.021324145637396406,0
creator,carousel,fashion,home feed,5824,8,132,0,0,8,815,26,37,126,0.21119505494505494,1
creator,image,beauty,reels feed,7486,15,121,0,0,8,151,2,7,18,0.028319529788939354,0
brand,reel,fitness,explore,13798,10,124,1,0,3,14,0,0,2,0.0013045368894042614,0
creator,reel,photography,profile,3551,4,125,0,0,10,110,3,8,20,0.05068994649394537,0
creator,reel,music,profile,8167,7,126,1,0,9,704,19,42,110,0.13321905228358027,0
creator,image,travel,external,10018,15,132,0,0,20,689,19,27,94,0.09942104212417648,0
brand,reel,fashion,hashtags,9696,7,116,0,0,8,213,5,8,38,0.03331270627062706,0
creator,image,comedy,profile,9461,8,104,0,0,4,170,6,7,22,0.026107176831201777,0
creator,image,travel,reels feed,9696,11,146,1,0,2,1614,41,73,246,0.24824669966996699,1
creator,image,lifestyle,profile,13798,6,113,1,0,12,53,1,1,13,0.006087838817219887,0
creator,carousel,fashion,reels feed,3447,5,115,0,0,15,262,2,17,38,0.11401218450826806,0
creator,carousel,fashion,hashtags,15986,8,130,0,0,8,429,17,18,75,0.04172400850744401,0
creator,image,comedy,hashtags,13798,10,122,0,0,7,596,17,0,87,0.058269314393390344,0
brand,carousel,fitness,hashtags,8167,11,114,0,0,23,362,13,24,64,0.07199706134443493,0
creator,image,comedy,reels feed,22291,8,115,0,0,5,240,7,20,39,0.017585572652640078,0
creator,image,music,reels feed,15923,9,124,0,0,1,229,9,10,39,0.02229479369465553,0
creator,reel,technology,profile,3551,9,135,0,0,5,141,0,6,34,0.06392565474514221,0
creator,carousel,fashion,hashtags,5824,7,123,1,0,18,214,5,11,16,0.049622252747252744,0
creator,carousel,lifestyle,home feed,9461,7,137,1,0,17,1069,26,45,155,0.1655216150512631,1
creator,reel,beauty,reels feed,10034,8,118,0,0,5,348,13,17,49,0.052122782539366155,0
creator,reel,fashion,profile,5824,6,126,0,0,23,130,2,4,25,0.03365384615384615,0
brand,carousel,comedy,external,9044,1,115,0,0,6,219,9,18,39,0.040800530738611236,0
creator,carousel,food,external,4542,8,130,1,0,19,327,15,9,43,0.10347864376926465,0
creator,image,fashion,reels feed,9696,14,103,0,0,23,0,3,3,10,0.0036097359735973596,0
creator,carousel,fashion,hashtags,31095,13,133,0,0,23,215,6,10,36,0.010580479176716513,0
creator,image,lifestyle,external,15923,8,113,0,0,22,224,8,10,31,0.02085034227218489,0
brand,reel,lifestyle,reels feed,15923,11,134,0,0,1,186,8,8,18,0.016454185769013377,0
brand,image,fashion,external,4972,10,140,0,0,3,136,2,5,28,0.04243765084473049,0
creator,image,food,home feed,10739,9,123,0,0,15,128,6,8,27,0.020299841698482167,0
creator,carousel,technology,external,3083,9,125,0,0,2,620,17,46,97,0.31981835874148556,1
creator,image,photography,external,31095,10,121,0,0,6,37,0,2,13,0.002219006271104679,0
creator,image,food,external,4542,9,115,1,0,2,297,10,10,0,0.07639806252752092,0
brand,image,food,hashtags,3083,4,125,0,0,6,318,11,18,53,0.1621796951021732,1
creator,reel,food,home feed,9461,10,122,0,0,10,133,2,8,23,0.021879293943557764,0
creator,image,technology,hashtags,9044,5,113,0,0,15,320,11,13,53,0.05384785493144626,0
creator,reel,fitness,profile,7486,9,111,1,0,15,58,1,7,4,0.011888859203847182,0
brand,image,fitness,reels feed,9696,10,116,0,0,23,569,14,25,88,0.08745874587458746,0
creator,carousel,food,explore,7486,9,105,1,0,13,135,5,6,21,0.02738445097515362,0
creator,image,photography,reels feed,15986,11,105,1,0,15,101,2,4,18,0.0095708745152008,0
creator,carousel,comedy,external,4542,9,123,0,0,19,510,16,28,72,0.1695288419198591,1
creator,image,travel,external,4542,10,116,1,0,6,210,5,9,31,0.06803170409511229,0
creator,reel,fitness,home feed,10739,10,116,0,0,22,228,7,12,29,0.0312878294068349,0
creator,reel,beauty,home feed,4542,4,127,0,0,1,821,29,42,141,0.28335535006605017,1
creator,reel,lifestyle,reels feed,7486,5,110,0,0,8,329,6,11,42,0.061180870959123695,0
creator,image,technology,hashtags,10034,12,107,1,0,4,352,11,20,52,0.053617699820609925,0
creator,reel,technology,explore,10018,12,122,0,0,9,290,7,14,55,0.04551806747853863,0
creator,image,travel,external,15986,4,110,0,0,10,195,0,9,17,0.016014012260728138,0
brand,reel,fitness,hashtags,6916,7,130,0,0,21,562,7,38,79,0.12261422787738577,0
creator,reel,photography,reels feed,10739,6,121,0,0,17,694,26,0,109,0.08976627246484775,0
creator,image,photography,explore,22291,7,125,0,0,9,505,14,26,93,0.03575434031671975,0
creator,image,lifestyle,external,22291,4,124,0,0,13,158,5,9,19,0.010452649051186577,0
creator,image,food,profile,3551,8,138,0,0,22,192,9,10,28,0.0833568009011546,0
creator,image,comedy,hashtags,15923,6,130,1,0,8,104,3,7,14,0.009985555485775293,0
creator,reel,fitness,hashtags,4542,8,104,1,0,1,67,1,4,14,0.02399823866138265,0
brand,image,photography,reels feed,13798,7,107,0,0,8,186,5,14,28,0.021307435860269605,0
brand,image,travel,home feed,22291,7,127,1,0,20,81,3,5,0,0.0045758377820645105,0
creator,image,lifestyle,profile,4542,14,122,1,0,16,467,20,33,63,0.16116248348745046,1
creator,image,fashion,home feed,31095,13,120,0,0,4,18,1,0,1,0.0007075092458594629,0
creator,reel,lifestyle,hashtags,9461,11,121,0,0,13,270,8,14,49,0.04502695275340873,0
creator,carousel,photography,home feed,4972,10,137,0,0,17,89,0,6,11,0.025945293644408687,0
creator,carousel,fashion,reels feed,5824,7,127,0,0,23,504,12,23,73,0.12757554945054944,0
creator,image,beauty,home feed,13798,8,140,1,0,18,918,33,42,162,0.1039281055225395,0
creator,image,music,explore,9044,9,129,1,0,8,690,23,37,122,0.12063246351172048,0
creator,reel,lifestyle,hashtags,4542,9,116,1,0,20,107,6,5,17,0.036988110964332896,0
creator,reel,travel,home feed,8167,3,125,1,0,2,169,5,9,28,0.03208032325211216,0
brand,reel,travel,external,10739,5,125,0,0,16,277,9,16,0,0.031939659186143964,0
creator,carousel,comedy,profile,15923,4,132,0,0,3,72,1,7,16,0.007975883941468316,0
brand,carousel,food,reels feed,10739,6,112,0,0,6,48,0,2,13,0.007449483192103548,0
creator,carousel,lifestyle,hashtags,22291,11,117,1,0,2,2164,60,119,332,0.14826611636983536,1
creator,image,photography,hashtags,6916,6,121,1,0,8,156,3,5,27,0.03340080971659919,0
creator,image,music,profile,10034,4,107,0,0,20,127,5,3,17,0.017939007374925254,0
brand,reel,fitness,profile,7486,5,102,0,0,13,24,0,1,3,0.004408228693561314,0
creator,reel,photography,profile,3083,5,101,0,0,11,269,6,9,43,0.1277975997405125,0
creator,image,travel,explore,3447,9,126,1,0,5,379,10,18,0,0.13141862489120976,0
brand,carousel,beauty,reels feed,3083,12,121,1,0,22,250,8,10,35,0.11871553681479079,0
creator,image,photography,home feed,15986,12,107,0,0,9,60,2,2,7,0.00525459777305142,0
brand,reel,technology,external,15923,4,129,0,0,13,140,1,8,17,0.012560447151918609,0
brand,image,travel,hashtags,10018,6,100,0,0,20,120,0,0,21,0.016170892393691357,0
creator,carousel,lifestyle,external,4542,6,124,1,0,17,291,8,13,36,0.09202994275649494,0
brand,carousel,beauty,explore,15923,7,116,1,0,2,126,7,11,20,0.013376876216793317,0
creator,image,technology,reels feed,9044,12,120,1,0,15,108,3,5,19,0.018465280849181778,0
brand,carousel,fashion,home feed,15986,9,124,0,0,10,25,0,1,7,0.00262729888652571,0
creator,reel,music,profile,9461,12,140,0,0,12,121,0,7,0,0.015008984251136243,0
creator,carousel,travel,reels feed,5824,6,119,1,0,8,107,3,0,27,0.028674450549450548,0
brand,image,lifestyle,profile,4972,4,127,1,0,13,297,11,7,45,0.08648431214802896,0
creator,image,technology,external,3551,13,116,1,0,14,150,3,8,27,0.06589693044212898,0
brand,image,technology,explore,3083,6,132,0,0,18,399,8,17,61,0.1907233214401557,1
creator,carousel,food,hashtags,10739,11,110,0,0,1,580,20,32,94,0.08417916007077009,0
creator,image,technology,hashtags,9044,5,110,1,0,23,58,1,4,8,0.009730207872622734,0
brand,image,music,reels feed,15923,11,108,1,0,12,121,2,5,17,0.01092758902216919,0
creator,image,beauty,reels feed,10739,7,106,0,0,23,123,3,5,23,0.017692522581245925,0
brand,reel,beauty,home feed,31095,10,135,0,0,22,154,8,10,27,0.008168515838559254,0
creator,reel,technology,home feed,10018,12,129,1,0,17,132,2,4,14,0.017568376921541225,0
brand,carousel,lifestyle,home feed,10739,5,120,1,0,1,57,2,5,9,0.008753142750721669,0
brand,image,travel,profile,8167,7,130,0,0,2,349,7,12,57,0.06281376270356312,0
creator,carousel,lifestyle,reels feed,3447,7,118,1,0,13,627,21,31,85,0.2703800406150276,1
brand,carousel,comedy,home feed,9696,13,124,0,0,0,48,1,4,9,0.00825082508250825,0
creator,image,travel,reels feed,15986,9,108,1,0,11,335,14,20,51,0.03284123608157138,0
brand,image,fashion,hashtags,5824,5,134,0,0,4,576,11,32,78,0.1459478021978022,1
creator,image,music,reels feed,9696,7,114,1,0,18,94,2,4,15,0.014438943894389438,0
creator,image,lifestyle,hashtags,10018,10,115,0,0,19,804,33,25,111,0.11649031742862846,0
creator,carousel,food,profile,9461,5,112,0,0,8,22,2,0,1,0.0029595180213508087,0
creator,image,beauty,hashtags,6916,8,105,0,0,22,51,4,2,6,0.011133603238866396,0
brand,reel,technology,home feed,6916,7,131,1,0,6,611,17,27,80,0.12810873337189127,0
creator,carousel,travel,home feed,15923,6,109,1,0,2,384,8,20,75,0.03830936381335175,0
creator,carousel,technology,home feed,22291,6,135,0,0,6,0,9,7,39,0.00524875510295635,0
creator,carousel,fashion,external,6916,7,129,0,0,14,297,0,15,63,0.06766917293233082,0
creator,carousel,comedy,home feed,3447,9,125,0,0,10,246,12,9,44,0.1116913257905425,0
creator,carousel,technology,hashtags,5824,8,115,0,0,9,248,7,15,0,0.05271291208791209,0
creator,image,lifestyle,profile,10739,10,114,0,0,0,289,12,14,0,0.03305708166495949,0
creator,reel,travel,hashtags,6916,10,105,0,0,8,170,5,7,26,0.03658183921341816,0
brand,carousel,food,reels feed,5824,11,107,0,0,2,47,1,4,6,0.01253434065934066,0
brand,carousel,fashion,reels feed,9461,7,122,0,0,5,182,6,4,29,0.027904027058450482,0
creator,image,photography,external,8167,7,134,0,0,17,345,12,18,48,0.06354842659483287,0
creator,image,music,external,4972,2,122,1,0,3,100,4,4,19,0.03177795655671762,0
brand,image,comedy,external,4972,3,123,0,0,18,50,1,1,10,0.015084473049074818,0
brand,reel,lifestyle,reels feed,31095,10,99,1,0,5,1043,35,52,172,0.051873291525968805,0
brand,reel,music,external,4542,6,128,0,0,0,231,7,7,30,0.0717745486569793,0
creator,reel,food,profile,10034,4,132,0,0,3,733,15,41,120,0.11221845724536576,0
creator,carousel,music,reels feed,13798,5,132,1,0,0,54,2,0,11,0.005797941730685607,0
creator,reel,beauty,external,31095,9,104,0,0,16,156,5,11,26,0.008072037305032963,0
brand,reel,travel,reels feed,9696,7,139,0,0,3,154,8,6,21,0.02372112211221122,0
creator,image,music,explore,10018,11,109,0,0,20,40,2,1,8,0.006288680375324416,0
creator,carousel,lifestyle,home feed,3083,4,100,0,0,6,384,10,15,60,0.18456049302627311,1
creator,carousel,photography,external,9461,5,127,1,0,7,103,2,0,15,0.014480498890180741,0
creator,image,beauty,explore,4542,4,124,1,0,2,71,3,3,14,0.02509907529722589,0
creator,carousel,beauty,reels feed,8167,8,128,1,0,11,487,15,26,72,0.09048610260805681,0
creator,reel,music,profile,3551,10,90,0,0,18,163,2,6,27,0.06730498451140524,0
creator,reel,comedy,reels feed,4972,6,123,1,0,9,687,15,36,99,0.20575221238938052,1
creator,image,fitness,profile,3083,7,117,1,0,19,424,13,18,58,0.2011028219266948,1
brand,image,comedy,home feed,9696,8,115,1,0,5,203,7,4,32,0.03021864686468647,0
creator,carousel,technology,explore,3083,8,134,0,0,17,103,1,7,19,0.05319493999351281,0
brand,image,lifestyle,explore,10018,5,128,0,0,5,565,19,26,87,0.08534637652225993,0
creator,image,fitness,home feed,15923,5,117,1,0,21,79,5,5,9,0.0076618727626703515,0
creator,image,travel,explore,3083,12,121,0,0,17,282,9,10,36,0.13039247486214725,0
creator,carousel,beauty,hashtags,7486,7,115,1,0,4,115,3,3,15,0.02137323002938819,0
creator,image,lifestyle,external,10018,6,116,1,0,10,179,6,6,26,0.026053104412058294,0
creator,carousel,food,hashtags,3447,8,121,0,0,6,158,8,8,20,0.06904554685233537,0
creator,image,technology,hashtags,10018,9,125,0,0,8,628,21,29,92,0.09393092433619485,0
creator,reel,photography,hashtags,13798,12,127,0,0,2,155,3,9,22,0.01681403101898826,0
brand,reel,technology,explore,10739,7,146,1,0,22,146,4,6,0,0.01601638886302263,0
brand,reel,lifestyle,explore,4542,11,129,0,0,18,219,9,7,25,0.06781153676794363,0
creator,image,travel,explore,6916,6,128,0,0,11,318,7,21,0,0.057113938692886064,0
brand,reel,beauty,external,9461,9,112,0,0,17,526,22,26,65,0.08223232216467603,0
creator,image,fashion,profile,5824,14,94,0,0,14,85,3,2,12,0.0207760989010989,0
brand,carousel,fashion,profile,10018,9,110,1,0,19,634,33,37,92,0.09932122180075864,0
creator,image,lifestyle,home feed,3447,5,119,1,0,23,299,18,9,49,0.1334493762692196,0
creator,carousel,music,reels feed,9044,5,132,1,0,4,770,26,35,135,0.1323529411764706,0
creator,reel,comedy,explore,9696,6,126,0,0,7,542,15,24,90,0.08498349834983498,0
creator,carousel,technology,home feed,10034,6,107,1,0,21,106,5,6,20,0.017341040462427744,0
brand,reel,travel,home feed,10018,7,108,1,0,11,448,12,21,48,0.06298662407666202,0
creator,image,technology,external,3447,13,111,1,0,16,247,5,15,34,0.10733971569480708,0
creator,carousel,food,reels feed,10034,9,129,0,0,18,105,3,9,17,0.01714171815826191,0
creator,carousel,fashion,external,15986,6,103,0,0,23,162,5,7,35,0.016451895408482423,0
creator,image,beauty,reels feed,5824,11,103,0,0,13,85,0,3,10,0.019574175824175824,0
brand,carousel,food,profile,13798,1,124,1,0,15,1374,36,69,189,0.14719524568778083,1
brand,image,beauty,profile,4542,10,114,0,0,14,155,3,10,23,0.05217965653896962,0
brand,image,technology,reels feed,10018,8,127,0,0,3,23,1,2,0,0.0030944300259532842,0
creator,carousel,travel,reels feed,4972,5,120,1,0,17,436,14,24,56,0.13032984714400644,0
creator,image,fashion,profile,9461,9,122,1,0,7,208,7,9,29,0.032449001162667794,0
creator,image,technology,profile,5824,10,124,0,0,4,171,4,7,26,0.04326923076923077,0
creator,reel,fashion,reels feed,4972,9,112,0,0,16,52,0,1,11,0.015486725663716814,0
creator,reel,lifestyle,reels feed,9044,12,119,0,0,7,500,19,26,72,0.08403361344537816,0
creator,carousel,photography,reels feed,3447,10,132,1,0,12,71,2,3,16,0.0336524514070206,0
brand,image,photography,reels feed,9044,5,127,1,0,8,166,4,4,19,0.02476780185758514,0
creator,image,beauty,external,13798,6,109,0,0,23,202,14,14,37,0.025076097985215248,0
creator,carousel,technology,hashtags,9044,8,104,0,0,13,91,3,7,14,0.01614329942503317,0
creator,image,fitness,home feed,10034,8,97,0,0,16,44,2,3,7,0.007075941797887184,0
creator,carousel,fashion,external,13798,7,143,0,0,21,143,0,8,26,0.015871865487751848,0
creator,carousel,fashion,hashtags,6916,13,95,1,0,5,209,11,12,34,0.0484384037015616,0
creator,reel,fitness,profile,4542,10,115,0,0,6,41,2,5,4,0.014971378247468076,0
brand,reel,music,hashtags,10018,8,123,1,0,0,138,3,5,26,0.021062088241165903,0
brand,carousel,technology,explore,10018,5,119,0,0,23,58,2,4,8,0.008983829107606308,0
brand,reel,fitness,hashtags,31095,5,127,0,0,3,22,1,2,3,0.0011577424023154848,0
creator,carousel,photography,home feed,9696,11,116,0,0,19,590,21,35,76,0.09168729372937294,0
creator,carousel,fashion,reels feed,10018,8,106,0,0,10,510,13,33,82,0.07975643841086046,0
creator,image,photography,profile,4542,12,117,0,0,9,1192,23,62,191,0.39762219286657857,1
creator,reel,technology,reels feed,9044,13,122,0,0,12,59,5,5,8,0.011057054400707651,0
creator,image,travel,hashtags,15986,11,117,0,0,19,285,9,17,33,0.0262729888652571,0
brand,image,travel,hashtags,10034,6,102,0,0,21,283,10,11,33,0.04006378313733307,0
creator,image,beauty,home feed,31095,8,114,0,0,12,35,2,3,0,0.0015436565364206464,0
creator,image,photography,reels feed,9044,6,106,1,0,21,611,19,23,94,0.10017691287041132,0
brand,reel,photography,reels feed,13798,5,116,1,0,5,79,1,3,16,0.00884186113929555,0
creator,image,photography,external,9696,15,122,0,0,17,918,26,41,161,0.1459364686468647,1
creator,image,music,external,7486,8,98,1,0,20,1086,29,51,161,0.21627037135987176,1
brand,image,photography,explore,5824,9,120,1,0,11,115,0,4,0,0.02180631868131868,0
creator,image,travel,hashtags,10018,6,127,0,0,1,82,2,2,12,0.011579157516470354,0
brand,image,music,reels feed,8167,7,136,0,0,5,477,18,24,79,0.09097587853556997,0
creator,image,beauty,explore,3083,3,137,1,0,6,115,1,5,15,0.05254622121310412,0
brand,image,lifestyle,external,7486,5,117,0,0,21,226,6,8,31,0.04328079080951109,0
